Title,Poster URL,Detected Language,Line 1,Line 2,Line 3,Error
Quartier Mozart,https://m.media-amazon.com/images/M/MV5BODliYjc1MTItNmIwNy00MDE5LWE4YmMtNTM5YzgzMzk2OWZhXkEyXkFqcGc@.jpg,de,,,,
Touki Bouki,https://m.media-amazon.com/images/M/MV5BOGE3NDU3MjEtMjQwOS00Yjc1LWJkZjctZmQ4ZTAzNWRkZjNiXkEyXkFqcGc@.jpg,fi,TOUKI BOUKI,o,,
Wend Kuuni,https://m.media-amazon.com/images/M/MV5BZjJiNjYxYzMtZjEwMi00ZTA0LThlOGUtYjg1NWM5NTBmMzRmXkEyXkFqcGc@.jpg,de,WWN) kuuN;,bdo & Bieu,,
Spirits of the Dead,https://m.media-amazon.com/images/M/MV5BYjcyYzVkZTMtZTg5My00ZjA3LThmNTctOWYwZTI1MzJlOTZkXkEyXkFqcGc@.jpg,en,2,S H 0 R T,R A M Y,
Babyfever,https://m.media-amazon.com/images/M/MV5BMjA3NTY2NjkzNl5BMl5BanBnXkFtZTcwNjUyMDQyMQ@@.jpg,da,BABYPEYER,3,Ther CLOCK,
Pharaoh s Army,https://m.media-amazon.com/images/M/MV5BMTY0NTc2ODYwOV5BMl5BanBnXkFtZTcwMDU5MzYyMQ@@.jpg,en,CHRIS COOPER   PATRICIA CLARKSON   KRIS KRISTOFFERSON,Caplure,Ihe Tragedy of Civil Mar,
Trainspotting,https://m.media-amazon.com/images/M/MV5BYmVkNGJkMzQtYWQwOS00OTZmLThjODQtZjNjNzllYzRiNTE0XkEyXkFqcGc@.jpg,en,Trainspotting,Choose a starter home. Choose dental insurance;,matching luggage: Choose your future:,
Til There Was You,https://m.media-amazon.com/images/M/MV5BNzIxZDUzNDgtMjM1YS00MTYxLWEzNTItOWY3YjUwZWM5NjViXkEyXkFqcGc@.jpg,en,TRIP Jeanne,3,at,
Independence Day,https://m.media-amazon.com/images/M/MV5BOGMwN2UwZjEtYjFjMi00ZDA1LWJlYTQtMjA1MTYxMzIyNTdiXkEyXkFqcGc@.jpg,nl,Don' t make plans for August.,The question of,has been answered.,
Stealing Beauty,https://m.media-amazon.com/images/M/MV5BOWRhYWZjNGQtNmQxOC00ZDY3LTlkOTktNzU1ZTE3MTE0YmM2XkEyXkFqcGc@.jpg,en,BERTOLUC C[,JEREMY IRONS,FRO M,
The Fan,https://m.media-amazon.com/images/M/MV5BY2U5MjM2MWEtYTU2ZC00YjkyLWE2ZTctYzI1ZDI3Y2IzNGVkXkEyXkFqcGc@.jpg,en,Fantastic4,WELCOME TO THE FAMILY,ONLY IN THEATERS JULY25,
The Hunchback of Notre Dame,https://m.media-amazon.com/images/M/MV5BY2QzMGEzNGMtMDQyNC00YTlmLWEwYjMtOGI1NWYxMTM4NjA2XkEyXkFqcGc@.jpg,en,DAE,Sisnep,ox,
The Cable Guy,https://m.media-amazon.com/images/M/MV5BZjZiODE3ZTUtYTA0Yi00YjVmLTlhYTEtMzc3MDU1YmZjMWYxXkEyXkFqcGc@.jpg,en,GUY,THE,CABLE,
Kingpin,https://m.media-amazon.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@.jpg,tl,"FROM THE IDIOTS WHAT BRUNG YOU ""DUMB AND DUMBER""",pinheads in an,alley,
Eraser,https://m.media-amazon.com/images/M/MV5BMmNkMjg3NWMtY2RhMC00MDRlLWI4MzktNjEzNGFjYTMwYjQ3XkEyXkFqcGc@.jpg,de,5,R,R,
The Gate of Heavenly Peace.jpg,https://m.media-amazon.com/images/M/MV5BM2FkOThkNGUtNTExYS00Nzk3LTlmMjYtMDY4NGViODNmMGUyXkEyXkFqcGc@.jpg,en,HE CULT OF CULTS,MAXORIGINAL,NEW DOCUSERIES,
The Nutty Professor,https://m.media-amazon.com/images/M/MV5BMjE0NjI1YTMtYWFiZi00Zjc1LWE5NzgtMTdlMWMwOTczZWJkXkEyXkFqcGc@.jpg,en,PROFESSOR,THE,EDDIE MURPHY,
I the Worst of All,,en,,,,No poster for 'I the Worst of All'
Un t inoubliable,https://m.media-amazon.com/images/M/MV5BOGVlNGNkMGQtMTJlYS00Y2M0LWE1ODEtMTNjYzk4MTQ0M2IyXkEyXkFqcGc@.jpg,en,,,,
The Last Klezmer Leopold Kozlowski His Life and Music,https://m.media-amazon.com/images/M/MV5BMTk2NjAwNTM1Ml5BMl5BanBnXkFtZTcwNDEwNDkyMQ@@.jpg,en,Klezmer,thelast,LEOPOLD Kozlowski: HIS LIFE AND HIS MUSIC,
A Hungarian Fairy Tale,,id,,,,No poster for 'A Hungarian Fairy Tale'
En compagnie d Antonin Artaud,https://m.media-amazon.com/images/M/MV5BMTM2MjE5MTQ5MF5BMl5BanBnXkFtZTcwOTMzNzcyMQ@@.jpg,fr,oslonshingly,Frey,"""Terrific! Mesmerizing! Darkly comic",
Sibak,https://m.media-amazon.com/images/M/MV5BMTQxMzMxNzcwN15BMl5BanBnXkFtZTcwNjE3NDYxMQ@@.jpg,tl,Midnight,Dancer-,"Giamour,",
A Very Natural Thing,https://m.media-amazon.com/images/M/MV5BNGQwNDg0ODYtZTc3Ny00ODBiLWI4MDctZWQ4YzNhMzg5ZmQzXkEyXkFqcGc@.jpg,en,NATURAL,VERY,A,
The Old Lady Who Walked in the Sea,https://m.media-amazon.com/images/M/MV5BYTY2OWI1NmEtN2FmMi00ZWEwLWJlYjEtZmVmN2NiMjJmZmU5XkEyXkFqcGc@.jpg,en,Marchait,Qui,Dans,
Daylight,https://m.media-amazon.com/images/M/MV5BZTM2YTg0OWUtODc5ZC00ZGU2LWFkZGYtMDFmZGE3NzFhYjM4XkEyXkFqcGc@.jpg,en,BOULEVARD BOOK,READTHE,PG-13 PARENTS STRONGLY CAUTIONED &-,
The Frighteners,https://m.media-amazon.com/images/M/MV5BODg1MzlmMmMtYzg2Zi00N2Y5LTk2YzMtMWM5N2UxZDY1YjI3XkEyXkFqcGc@.jpg,en,THEFRIGHTENERS,DEAD YET?,R,
Harriet the Spy,https://m.media-amazon.com/images/M/MV5BNzA2M2VjMjgtYWY3Ni00MDFhLTgzMGMtZTAzYmI0ZDNkY2VhXkEyXkFqcGc@.jpg,en,spy,Your,harriet,
Phenomenon,https://m.media-amazon.com/images/M/MV5BMjAwMDA2NzEyMl5BMl5BanBnXkFtZTgwNTA2MjgxMTE@.jpg,en,PHENOMENON,JOHN TRAYOLTA,Somc,
A Time to Kill,https://m.media-amazon.com/images/M/MV5BYmNiYzY1N2ItZDZiNC00ZGMyLWJlZjktZDE1MDI3NDBlYjE5XkEyXkFqcGc@.jpg,en,AIML,SAndba,lawyer and,
Les rendez-vous de Paris,https://m.media-amazon.com/images/M/MV5BN2RjNjk4NmYtMTc4NC00MmU3LWFiYzUtNjA3NDI4OGUwMWExXkEyXkFqcGc@.jpg,fr,De,PARS,,
Alaska,https://m.media-amazon.com/images/M/MV5BYTQ3ZDRjMmYtYWIwNi00N2IyLTg1YWUtMTZiY2ZiOGMxZGMzXkEyXkFqcGc@.jpg,lv,hulu,10/18,A hulu ORIGINAL,
Fled,https://m.media-amazon.com/images/M/MV5BYjJhMjczNWItYTQ0ZS00MTI3LTlkMGUtZGVkNzFhYTQxMDNlXkEyXkFqcGc@.jpg,da,SEE HOH THEY RUN,R,Lak,
Kazaam,https://m.media-amazon.com/images/M/MV5BMzMzMWY2NjgtZjU3NS00MDA0LTlkZTEtZWE4MzFiNzRhYjE1XkEyXkFqcGc@.jpg,sw,2e,PolyGram,,
B  v  s vad sz,,hu,,,,No poster for 'B  v  s vad sz'
A Boy Called Hate,https://m.media-amazon.com/images/M/MV5BMTc4NDg5MzUxNV5BMl5BanBnXkFtZTgwMTgxMzgwMzE@.jpg,en,Hate_,callea,James Caan,
Power 98,https://m.media-amazon.com/images/M/MV5BMTA1NDAxMzQxMjBeQTJeQWpwZ15BbWU3MDM0NTkwMjE@.jpg,pl,JASON GEDRICK,ERIC ROBERTS,JENMIE GARTH,
Two Deaths,https://m.media-amazon.com/images/M/MV5BNjkxMjAwNzM3M15BMl5BanBnXkFtZTcwMDAwNDEyMQ@@.jpg,en,NICOLAS ROEG,undcrstanding,CL GAMBON,
A Very Brady Sequel,https://m.media-amazon.com/images/M/MV5BYTkxODYyYWEtNDJiYy00NjM4LTk4MzEtNDRkMzZkNGY0NjE3XkEyXkFqcGc@.jpg,en,Seque,The more everything changes,they,
Stefano Quantestorie,https://m.media-amazon.com/images/M/MV5BMjI1OTkyOTE5N15BMl5BanBnXkFtZTcwNTgyNDQzMQ@@.jpg,it,Vurcic,E,,
Death in the Garden,,en,,,,No poster for 'Death in the Garden'
The Crude Oasis,https://m.media-amazon.com/images/M/MV5BZGM2MDMzZDUtODQ1YS00MmY3LWIxZmQtYjdiZDlhZTEwNWIwXkEyXkFqcGc@.jpg,en,Somewhere between desire and destiny,lies the ultimate risk:,,
Hedd Wyn,https://m.media-amazon.com/images/M/MV5BMTI1ODU3NjI4M15BMl5BanBnXkFtZTcwNjA3ODcxMQ@@.jpg,cy,HEDD,WYN,ACADEMY AWARD NOMINEE,
Kaspar Hauser,https://m.media-amazon.com/images/M/MV5BYzBiNWVjNjEtOGJhMS00MTA0LTgzZTgtMDY2OGY5OGQzMTIyXkEyXkFqcGc@.jpg,de,KASPAR HAUGER,Werner Herzogs,und größte lebende Regis-,
Echte Kerle,https://m.media-amazon.com/images/M/MV5BMzk0MTY3OTk5MF5BMl5BanBnXkFtZTcwMjQyMTQyMQ@@.jpg,de,Gujs,,,
Diebinnen,https://m.media-amazon.com/images/M/MV5BZTIzMDI0OTQtYmUwZS00MjNhLTliNTItODIwZGRmYTI1ZGMyXkEyXkFqcGc@.jpg,de,VOLEUSES,NETFLIX,MELANE LAURENT,
The Adventures of Pinocchio,https://m.media-amazon.com/images/M/MV5BYjRhMGYyMGEtMzhiZi00OTRkLTgzNmYtMzAxYmQ0NzY2ZTE1XkEyXkFqcGc@.jpg,en,Pinocchio,The Adventures 0f,Jonathan Taylor Thomas,
The First Wives Club,https://m.media-amazon.com/images/M/MV5BODBjMzg2MTktYjhjNS00ODNjLTk3MzYtZjAyYjg2NjZiNjVjXkEyXkFqcGc@.jpg,en,Dontget mad,Goldie,ODiane,
Stonewall,https://m.media-amazon.com/images/M/MV5BMjE4MDY0Mjk0MV5BMl5BanBnXkFtZTgwMTkzMDY0NjE@.jpg,en,8,€,WHERE PRIDE BEGAN,
Ransom,https://m.media-amazon.com/images/M/MV5BMWQ0Yzg1YzItNzNmMy00ZjNmLThmODAtZjUxMjZmZDAwOTkyXkEyXkFqcGc@.jpg,sv,CANYON,RANSOM,NETFLIX,
High School High,https://m.media-amazon.com/images/M/MV5BNzA2MmIxYWUtOGRiYi00ZTVkLWE4YTQtY2MyN2I5ZmRmOTBjXkEyXkFqcGc@.jpg,en,MUSICAL,SCHOOL,,
Foxfire,https://m.media-amazon.com/images/M/MV5BMjkzYzE2NWUtOTE0Zi00ZjkwLTkwMjUtODJlZjA0ZDQ5Njg5XkEyXkFqcGc@.jpg,en,FOXfiRe,Je,Break Them All.,
Chain Reaction,https://m.media-amazon.com/images/M/MV5BZjE2NzcyYjQtODIwYy00ZDAyLWJhYTktNGI2MWU2NzQyNmJhXkEyXkFqcGc@.jpg,en,KEANU REEVES,8 - 2 - 9 6,HHII,
Matilda,https://m.media-amazon.com/images/M/MV5BYWE3ZDMzMmEtODgwNi00NzMxLThkYWItMTAzMWUyMzI1NDQ1XkEyXkFqcGc@.jpg,sv,Mdtilda,and Mara Wison,to change the world,
Emma,https://m.media-amazon.com/images/M/MV5BZDdkZjg3YWYtMjMyNS00NmM0LTk4NWItMzA0MWYxN2U0MWY5XkEyXkFqcGc@.jpg,et,MSA,ANYA,TAYLOR - J OY,
The Crow City of Angels,https://m.media-amazon.com/images/M/MV5BZWZjMjVhZDktMDAwNi00MDIzLTg3MzEtMDE2NTNmMzkwNWY1XkEyXkFqcGc@.jpg,en,0 f,Believe in the power of another,FROST,
House Arrest,https://m.media-amazon.com/images/M/MV5BOWE4MmVmMjItNDhiMS00YWIzLWI4MDctOGQ1YzFkMmY3MDRjXkEyXkFqcGc@.jpg,fr,,,,
Bordello of Blood,https://m.media-amazon.com/images/M/MV5BNzUyNDMyNmMtZWI3MC00YjAyLThkMDktNGExMzgxMjIxZDQ5XkEyXkFqcGc@.jpg,en,ANGIE EVERHART,ERIKA ELENIAK,DENNIS MILLER,
Lotto Land,https://m.media-amazon.com/images/M/MV5BMTkwMDUxMTQyNl5BMl5BanBnXkFtZTgwMzIwNDgwMzE@.jpg,it,Some Nights You Get Lucky,,,
Tian guo ni zi,https://m.media-amazon.com/images/M/MV5BMmZjZjU5NTUtOWU5ZS00NTY2LTgzYzMtMTlmOTI4YzA4MTliXkEyXkFqcGc@.jpg,sw,Day,Tne,,
Flirt,https://m.media-amazon.com/images/M/MV5BZjk5M2ViOGMtN2JmOC00YmMwLTk4NDAtYzM3ODRhNGMyZjEyXkEyXkFqcGc@.jpg,de,R,F,by,
The Big Squeeze,https://m.media-amazon.com/images/M/MV5BMjAxMDUwMjQ3OV5BMl5BanBnXkFtZTcwMTI0ODAyMQ@@.jpg,de,"and provocativel""",BOYLE,DOBSON,
The Spitfire Grill,https://m.media-amazon.com/images/M/MV5BMjQyNTVlZGMtOWIwMC00NWQ1LTk1MjgtZjNkZmRmNjRjYjZiXkEyXkFqcGc@.jpg,en,GRILL,SPITFIRE,THE,
Escape from L.A.,https://m.media-amazon.com/images/M/MV5BNzM0NjI1MjItYzYwNS00YTQzLThlOGMtMmFkZTIyN2MxNGUyXkEyXkFqcGc@.jpg,ca,ESCAPE,SNAKE,Is,
Cyclo,https://m.media-amazon.com/images/M/MV5BOTEzODEwNGEtNmQ2Ny00YjgxLTgyZjMtMmY4MWVmNDllMGYxXkEyXkFqcGc@.jpg,cy,Tran Anh Hung,Tony Leung Chlu-Wal   Le Van Loc   Tran Nu Yên Ilhê,,
Tin Cup,https://m.media-amazon.com/images/M/MV5BZmU1YzE5MWEtMzc4MS00MzQ3LWEwMzYtMDg0ZTFlMmVhMzNiXkEyXkFqcGc@.jpg,en,TIN CUUP,RUS SO,COSTNER,
Dingo,https://m.media-amazon.com/images/M/MV5BOGFkZGU5YmItNDcwZC00ZGE5LTg2ZDAtN2FjNTY1MDgyODAyXkEyXkFqcGc@.jpg,af,FRISKYDINCO,,,
The Ballad of Narayama,,en,,,,No poster for 'The Ballad of Narayama'
Un week-end sur deux,https://m.media-amazon.com/images/M/MV5BNTk2MDQ3MjU2OF5BMl5BanBnXkFtZTcwNzYzNzgxMQ@@.jpg,af,EVERY,OTHER,"""T'S A TRIUMPH!",
Wuya yu maque,https://m.media-amazon.com/images/M/MV5BYjA2ZjFkZDEtMzFlYi00Y2M5LWI5ODQtNzY3YWYxNjcxNjNkXkEyXkFqcGc@.jpg,so,,,,
Police Story 3 Supercop,https://m.media-amazon.com/images/M/MV5BMjVjYTFjMjItOGZiZS00ZjRlLThiMzUtOWVkMmE3YzE4ZGRkXkEyXkFqcGc@.jpg,en,1,1,2,
Bound,https://m.media-amazon.com/images/M/MV5BNjY0OWFmODctNmEwNy00Njc2LWFkYTAtNmI4OWIzY2ZkYjJlXkEyXkFqcGc@.jpg,de,BOUND,R,JOE,
Carpool,https://m.media-amazon.com/images/M/MV5BNjg2ZTExNGQtOThjZC00NDU0LTkwYWQtM2I4M2VmOTcxMGU4XkEyXkFqcGc@.jpg,en,TOM ARNOLD,DAVIO PAYMER,{9:,
Death in Brunswick,https://m.media-amazon.com/images/M/MV5BMjA5OTk1Nzg3MF5BMl5BanBnXkFtZTcwNTE5OTUxMQ@@.jpg,de,,,,
Kansas City,https://m.media-amazon.com/images/M/MV5BNTkyZWUxM2UtNGI4YS00YzBlLWFjNWEtNmY0MzE4ZmEzYjEzXkEyXkFqcGc@.jpg,tl,RKCHARDSON,BELAFOITE,'2000,
Lover s Knot,https://m.media-amazon.com/images/M/MV5BMjE1NjYzNjM1NV5BMl5BanBnXkFtZTYwMzQ5OTE5.jpg,en,KNOT,Jennlfer Grey,BIII Campell,
Vive L Amour,https://m.media-amazon.com/images/M/MV5BNjQ1MzNmMjctZjA1ZC00YjkzLTg2MTUtNzljYzY5MDY4M2RmXkEyXkFqcGc@.jpg,fr,Teal,,,
Shadow of Angels,https://m.media-amazon.com/images/M/MV5BZGExMjI2MjgtZDNkZi00MTNjLTk3ZTUtZTcwNGNkMDQ2YjAxXkEyXkFqcGc@.jpg,en,"STADTUND DERTOD"" von RainerWererFassbinder",Ulenn,,
Bye-Bye,https://m.media-amazon.com/images/M/MV5BNGI2ZWRhZTUtOTg0NC00ZjQ1LWI2MGQtMzBkNThmZjMxMmQ2XkEyXkFqcGc@.jpg,tr,birdiol,bye,bye,
The Relic,https://m.media-amazon.com/images/M/MV5BOTY4ZGE1ZjAtYTFiNi00Njc3LWJlNzctZDNkMDc1ZGM5MGZhXkEyXkFqcGc@.jpg,en,THE NEXT EVOLUTION IN TERROR,THE,R,
The Island of Dr. Moreau,https://m.media-amazon.com/images/M/MV5BNThmNzUwYmMtYzAzYi00NzVjLTgzZDctZGQ3NmQ0YmEwNGVlXkEyXkFqcGc@.jpg,en,THE,ISLAND,OF,
First Kid,https://m.media-amazon.com/images/M/MV5BMmJmODBiOWUtMThkZi00ZmUxLThmM2UtZWU1NzM5ZTQ1YWViXkEyXkFqcGc@.jpg,de,FIRST,KIL,@ar Disnep Pictures,
The Trigger Effect,https://m.media-amazon.com/images/M/MV5BYzBhOTQwM2EtMjRhMy00NDc5LWEzOWEtY2VkYTZhZWIxYzhlXkEyXkFqcGc@.jpg,en,ETECT,MAcLAcHLAN,MULRONEY,
Sweet Nothing,https://m.media-amazon.com/images/M/MV5BMTYxZjc1Y2QtOTJkMy00MjBmLWFhNGYtNjc5ZWUwN2I5NTRkXkEyXkFqcGc@.jpg,en,Sweet Nothihg,PAUL CALDERON,MICHAEL IMPERIOLI,
Bogus,https://m.media-amazon.com/images/M/MV5BNTY1YTZmYjMtYjMyMS00YzE0LWJjYjEtMzA4MDBhNjEwMzdlXkEyXkFqcGc@.jpg,et,BOGUS,WHOOPI GOLDBERG,thing,
Bulletproof,https://m.media-amazon.com/images/M/MV5BMjUzY2NhNTgtMTMxYS00ZjdiLWI0NTMtY2VmOTA1NmE4MjcwXkEyXkFqcGc@.jpg,af,BULLETPROOF,TOUGH COP.,HOSTILE WITNESS,
Talk of Angels,https://m.media-amazon.com/images/M/MV5BMTI1MTI5NTk4OF5BMl5BanBnXkFtZTcwNTI4NDUyMQ@@.jpg,af,TALK oF A NGELS,"""DAZZLING!""",WaikiR,
The Land Before Time III The Time of the Great Giving,https://m.media-amazon.com/images/M/MV5BMGQxMDlmZmItZjY2Ni00OTUwLTgxNWEtZGExYmNmNmE5YzcyXkEyXkFqcGc@.jpg,en,Gueat Giving,Time,The,
1-900,https://m.media-amazon.com/images/M/MV5BMTk0Mzk2OTM1MV5BMl5BanBnXkFtZTcwOTU4MDEzMQ@@.jpg,unknown,"funny,","'Intriguing,",sexy;,
Baton Rouge,https://m.media-amazon.com/images/M/MV5BYzgwM2IzYTAtMGE1MS00YWUxLTk0OWMtM2FiMDViNTFjZjJmXkEyXkFqcGc@.jpg,en,4,,,
Halloween The Curse of Michael Myers,https://m.media-amazon.com/images/M/MV5BY2YyN2U1YjctMzMyNS00YmQyLWI5ZjUtYjUwMWU0MmYxZmU1XkEyXkFqcGc@.jpg,en,HALLOWEEN,TERROR NEVER RESTS IN PEACE,THE CURSE OF MICHAEL MYERS,
Twelfth Night or What You Will,https://m.media-amazon.com/images/M/MV5BYmU4ZGI1OTctODBlMC00NzI2LWJhM2EtOGY1NzQ2ZmRhYWFmXkEyXkFqcGc@.jpg,en,"""Wittier than The Birdcage and more fun than To Wong Foo=","""",,
Mother Night,https://m.media-amazon.com/images/M/MV5BZmQyZDY1YWUtYjBmNC00NDAxLWE4NWQtODQ2ZGIzNTljZTZkXkEyXkFqcGc@.jpg,en,MOTHER,1$,M 0 $ T,
Venice Venice,https://m.media-amazon.com/images/M/MV5BOTgwODdhZTMtYTFiNy00NzI1LTkwZWEtNjI2NWZiMzFmMjJlXkEyXkFqcGc@.jpg,ro,VENICE,A,IN,
Wild Reeds,https://m.media-amazon.com/images/M/MV5BYWZhNDQ4NWQtZWVjNi00MDNiLTkyOTYtMjA1M2YyODVhNTU2XkEyXkFqcGc@.jpg,nl,WILD REEDS,~ONE OF THE YEARS TEN BEST.,WINNER FOUR CÉSAR AWARDS,
For Whom the Bell Tolls,https://m.media-amazon.com/images/M/MV5BYzgxY2QzNmYtZTU4YS00NmUyLWI3OWMtNjY4ODVhOWIxZTVmXkEyXkFqcGc@.jpg,en,COOPER,BERGMAN,GARY,
Singin in the Rain,https://m.media-amazon.com/images/M/MV5BMGQzZDFjZWUtZDU4ZS00ZjM3LTgyYmItYjA3YmIwYzRkZWY3XkEyXkFqcGc@.jpg,en,SINGIN,THE,RAIN,
An American in Paris,https://m.media-amazon.com/images/M/MV5BYWE3N2E1NDYtMzEzMC00OWFiLWJhNTUtYTJjZDdhMGY4YzI4XkEyXkFqcGc@.jpg,en,GENE KELLY,t see MG Ms,LEVANT GUETARY,
Vertigo,https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@.jpg,de,JAMESSTEWART,MASTERPIECE,BASED UPON THE NOVEL'DENTRE LES MORTS' BY PIERRE BOILEAU AND THOMAS NARCEJAC MUSIC BY BERNARD HERRMANN,
Rear Window,https://m.media-amazon.com/images/M/MV5BODZhOWI1ODgtMzdiOS00YjNkLTgwOGUtYmIyZDg5ZmQwMzQ1XkEyXkFqcGc@.jpg,en,REAR,JAMES STEWART,WINDOw,
The Gay Divorcee,https://m.media-amazon.com/images/M/MV5BZGIyNzhjN2UtZjllNS00ZDg5LWFkMTgtMGJjYWYwMDQ4NDI3XkEyXkFqcGc@.jpg,en,BRADY,thE,QUEEN,
Some Like It Hot,https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@.jpg,en,HOr,SOME,JACk [EMMN,
Charade,https://m.media-amazon.com/images/M/MV5BM2FiMmFkNWItNzNmOS00MWQ3LWExNTUtZWJkOTBmNzg0ZWRjXkEyXkFqcGc@.jpg,pt,Hepburn,'Charade,Audrey,
Casablanca,https://m.media-amazon.com/images/M/MV5BNWEzN2U1YTYtYTQyMS00NTVkLWE2NGQtZWFlMmM0MDNjMmRiXkEyXkFqcGc@.jpg,es,Jonid,Paue,RAINS . VEIDT-GREENSTREET - LORRE,
Roman Holiday,https://m.media-amazon.com/images/M/MV5BNTVjNWUwZTEtZmI3OS00ODhmLWFhNTEtY2I1OTdlMjg0YTEyXkEyXkFqcGc@.jpg,so,Romanl,HOliday,AUDREY HEPBURN,
The Little Princess,https://m.media-amazon.com/images/M/MV5BYWM1NWQ2OTAtMGE1Ny00YzQwLWFhM2ItNTg2NjNkMWMzOTIwXkEyXkFqcGc@.jpg,en,PRINCESS,TEMPLE,LITLB,
Meet Me in St. Louis,https://m.media-amazon.com/images/M/MV5BNWQ3MGM3ODYtYTJhYS00MjVlLWJkMDUtYmQ4YmExYWYxOTA0XkEyXkFqcGc@.jpg,nl,Galand,ST LOUIS,MEET ME,
The Wizard of Oz,https://m.media-amazon.com/images/M/MV5BYWRmY2I0MGItYTQ0OC00NWZmLWIwMDktYjJlNDc0MzVhMmViXkEyXkFqcGc@.jpg,en,HALEY,BOLGER,MORGAN,
2001 A Space Odyssey,https://m.media-amazon.com/images/M/MV5BNjU0NDFkMTQtZWY5OS00MmZhLTg3Y2QtZmJhMzMzMWYyYjc2XkEyXkFqcGc@.jpg,en,2OO1.aspaceodyssey,adventure andexploration,Anepic dramaof,
All About Eve,https://m.media-amazon.com/images/M/MV5BOTM4ZjUzOGUtYzdlZi00ZmM5LTk5NTEtMjQxNDVmOTc5NWNlXkEyXkFqcGc@.jpg,en,all,about,(heir,
Notorious,https://m.media-amazon.com/images/M/MV5BOGU5ZjdmNzUtMGY0Ny00NjMyLWJiMDEtMmMzYmMyOTNjNzlmXkEyXkFqcGc@.jpg,en,GRANT,BERGMAN,CLAUDE RAINS,
An Affair to Remember,https://m.media-amazon.com/images/M/MV5BZGVjNGJkNmQtODJlYy00MThiLWFkNGYtMDQ3NDNhNTY3MWVlXkEyXkFqcGc@.jpg,en,DEBORAH KERR,CARY GRANT,TO REMEMBER,
To Catch a Thief,https://m.media-amazon.com/images/M/MV5BOWVjMjA1YzQtMjY4Yy00NDg1LTkwYmUtNDVlZGZiNmRhMGQ0XkEyXkFqcGc@.jpg,en,ToCATCH ATHIEF,KELLY,GRANT,
The Band Wagon,https://m.media-amazon.com/images/M/MV5BOTdjYTRlOGItNDZhZC00YTk2LWFhZWMtMzBjNjc5YjVhNWE0XkEyXkFqcGc@.jpg,en,Nagon,Band,(yd,
Ninotchka,https://m.media-amazon.com/images/M/MV5BNTllODg3NmItOTY2Yi00NDhkLWE2OWYtNmE0ZWU4NTZiYjljXkEyXkFqcGc@.jpg,sl,NINOTCHK,PRONOUNCE,douglas,
Love in the Afternoon,https://m.media-amazon.com/images/M/MV5BNmJlZWRjYjQtNzczMy00YzhjLTg0OGItYzljYTZlZmY3YjY0XkEyXkFqcGc@.jpg,en,CHEVAIER,HEPBURN,GARY COOPER,
Gigi,https://m.media-amazon.com/images/M/MV5BYTRkOGQ3YTItYmJlMy00MjhmLWFiMTMtMGIzZDZmOGU1MzgyXkEyXkFqcGc@.jpg,it,LESLIE CARON,MAURICE CHEVALIER- LOUIS JOURDAN,VINCENTE MINNELLI,
The Reluctant Debutante,https://m.media-amazon.com/images/M/MV5BMGYzYTY4ZmItMTgyNS00MTEzLThhNDYtNGNkZTBlMzdhNDAxXkEyXkFqcGc@.jpg,en,Debutante,The Reluctant,HARRISON,
The Adventures of Robin Hood,https://m.media-amazon.com/images/M/MV5BYjA3NzFjNmItYTkwZi00NmMyLWFiMDgtMzY4NjY1ODE0NTg1XkEyXkFqcGc@.jpg,en,Flyn,Robin,HOOD,
The Mark of Zorro,https://m.media-amazon.com/images/M/MV5BMTU2ODc0NzUyMl5BMl5BanBnXkFtZTgwODQ3NTA1MjE@.jpg,en,pOWER,THE MPRKOF,LINDA Darnell,
Laura,https://m.media-amazon.com/images/M/MV5BYWUyNDNhZGQtZjJkMS00OTM1LWEzNTktMjlkYjM3OGVmODhiXkEyXkFqcGc@.jpg,lt,20,TIERNEY,Dana,
The Ghost and Mrs. Muir,https://m.media-amazon.com/images/M/MV5BMmI5OTZiYTItYzJjNi00YWFjLTk3NDMtZDY1YTg3NmQ4MjM4XkEyXkFqcGc@.jpg,en,TheGhostand,Mrs Muir,GEORGE SANDERS,
Lost Horizon,https://m.media-amazon.com/images/M/MV5BNzY5MzY5YjAtMmMzNS00YTZkLWJiMjctMTM5M2I3YzdkNzg1XkEyXkFqcGc@.jpg,sl,HORIZUN,CAPRAS,RONALD,
To Be or Not to Be,https://m.media-amazon.com/images/M/MV5BMTA5OTRkZGUtNDhhOS00OThmLTgwZWYtZGZkM2M4YjZhNzc5XkEyXkFqcGc@.jpg,en,Benny,NOT t BE,T0 BE or,
Giant,https://m.media-amazon.com/images/M/MV5BYTRjYjQ4ZjktZWVkNS00YmRkLTkwMjYtOTA5ZDUxM2UzNDk1XkEyXkFqcGc@.jpg,it,THEM,THE,ALL,
East of Eden,,en,,,,No poster for 'East of Eden'
